trial_id,run_id,task_id,family,complexity,arm,model,provider,seed,epoch,configured_executor_quality,success,catastrophic,requirement_accuracy,failed_requirement_ids,failure_reasons,terminal_status,candidate_attempts,rejections,accepted_candidate_id,budget_exhausted,total_input_tokens,total_output_tokens,total_reasoning_tokens,total_tokens,total_model_latency_s,end_to_end_latency_s,audit_tp,audit_tn,audit_fp,audit_fn,injected_faults
trial-63dbdb96bd3e0ec6a8,decisive-20260831-054125,state-L2-fd1c5ee02097,state,2,F_ORACLE_AUDITOR,qwen3.5:9b-q8_0,ollama,101,0,0.2,True,False,1.0,[],[],SUCCESS,3,2,cand-1e23a66e2496,False,0,0,0,0,0,0.0003741999971680343,1,2,0,0,"[""unintended_side_effect+forced_requirement_violation"", ""wrong_value""]"
trial-b309ef9aa7661fb0c4,decisive-20260831-054125,state-L2-fd1c5ee02097,state,2,F_ORACLE_AUDITOR,qwen3.5:9b-q8_0,ollama,101,0,0.4,True,False,1.0,[],[],SUCCESS,1,0,cand-abd5fc667473,False,0,0,0,0,0,0.0001233000075444579,1,0,0,0,[]
trial-0f6e9ff48f5241622b,decisive-20260831-054125,state-L2-fd1c5ee02097,state,2,F_ORACLE_AUDITOR,qwen3.5:9b-q8_0,ollama,101,0,0.6,True,False,1.0,[],[],SUCCESS,1,0,cand-4441efc0533b,False,0,0,0,0,0,0.00013080000644549727,1,0,0,0,[]
trial-76e9eb161a51e5f448,decisive-20260831-054125,state-L2-fd1c5ee02097,state,2,F_ORACLE_AUDITOR,qwen3.5:9b-q8_0,ollama,101,0,0.8,True,False,1.0,[],[],SUCCESS,1,0,cand-040fb8e6e0d0,False,0,0,0,0,0,0.00010499998461455107,1,0,0,0,[]
trial-78a363b9f6ff7e9d2e,decisive-20260831-054125,state-L2-fd1c5ee02097,state,2,F_ORACLE_AUDITOR,qwen3.5:9b-q8_0,ollama,101,0,0.95,True,False,1.0,[],[],SUCCESS,1,0,cand-16688a9d018d,False,0,0,0,0,0,0.00010079995263367891,1,0,0,0,[]
trial-7f944df64f6622e716,decisive-20260831-054125,state-L3-2618991c7c4a,state,3,C_SYSTEM,qwen3.5:9b-q8_0,ollama,101,0,0.2,False,False,0.875,"[""r3""]","[""fault:wrong_value"", ""requirement:r3""]",FAILED,1,0,cand-cce289bd7a07,False,0,0,0,0,0,0.00014359998749569058,0,0,0,0,"[""wrong_value""]"
trial-91af32f0cf7d41914c,decisive-20260831-054125,state-L3-2618991c7c4a,state,3,C_SYSTEM,qwen3.5:9b-q8_0,ollama,101,0,0.4,True,False,1.0,[],[],SUCCESS,1,0,cand-f57d91f91849,False,0,0,0,0,0,0.00011660001473501325,0,0,0,0,[]
trial-22f264ddd468528b28,decisive-20260831-054125,state-L3-2618991c7c4a,state,3,C_SYSTEM,qwen3.5:9b-q8_0,ollama,101,0,0.6,False,False,0.875,"[""r2""]","[""fault:omitted_requirement"", ""requirement:r2""]",FAILED,1,0,cand-ccd710940a8f,False,0,0,0,0,0,0.00013729999773204327,0,0,0,0,"[""omitted_requirement""]"
trial-53a83b1f040face4f6,decisive-20260831-054125,state-L3-2618991c7c4a,state,3,C_SYSTEM,qwen3.5:9b-q8_0,ollama,101,0,0.8,True,False,1.0,[],[],SUCCESS,1,0,cand-064a6a8292f1,False,0,0,0,0,0,0.0002019999665208161,0,0,0,0,[]
trial-2ce2efbf1022353a0a,decisive-20260831-054125,state-L3-2618991c7c4a,state,3,C_SYSTEM,qwen3.5:9b-q8_0,ollama,101,0,0.95,True,False,1.0,[],[],SUCCESS,1,0,cand-ab386528f24c,False,0,0,0,0,0,0.00017630000365898013,0,0,0,0,[]
trial-cae616eaa58a10dc6e,decisive-20260831-054125,state-L3-2618991c7c4a,state,3,E_RANDOM_AUDITOR,qwen3.5:9b-q8_0,ollama,101,0,0.2,False,False,0.875,"[""r3""]","[""fault:wrong_value"", ""requirement:r3""]",FAILED,1,0,cand-cce289bd7a07,False,0,0,0,0,0,0.0002500999835319817,0,0,1,0,"[""wrong_value""]"
trial-4fd9a10ee1ac9b067f,decisive-20260831-054125,state-L3-2618991c7c4a,state,3,E_RANDOM_AUDITOR,qwen3.5:9b-q8_0,ollama,101,0,0.4,True,False,1.0,[],[],SUCCESS,1,0,cand-f57d91f91849,False,0,0,0,0,0,0.00027189997490495443,1,0,0,0,[]
trial-1b9e9f4d59e8e2eaf3,decisive-20260831-054125,state-L3-2618991c7c4a,state,3,E_RANDOM_AUDITOR,qwen3.5:9b-q8_0,ollama,101,0,0.6,False,False,0.875,"[""r2""]","[""fault:omitted_requirement"", ""requirement:r2""]",FAILED,1,0,cand-ccd710940a8f,False,0,0,0,0,0,0.00020350003615021706,0,0,1,0,"[""omitted_requirement""]"
trial-7eccde302adbe403b6,decisive-20260831-054125,state-L3-2618991c7c4a,state,3,E_RANDOM_AUDITOR,qwen3.5:9b-q8_0,ollama,101,0,0.8,False,False,1.0,[],"[""rejected_all""]",REJECTED_ALL,3,3,,False,0,0,0,0,0,0.00031869998201727867,0,0,0,3,[]
trial-ceba1f4769a74e5c3e,decisive-20260831-054125,state-L3-2618991c7c4a,state,3,E_RANDOM_AUDITOR,qwen3.5:9b-q8_0,ollama,101,0,0.95,True,False,1.0,[],[],SUCCESS,1,0,cand-ab386528f24c,False,0,0,0,0,0,0.00018279999494552612,1,0,0,0,[]
trial-40f6f6c4d838fced3b,decisive-20260831-054125,state-L3-2618991c7c4a,state,3,F_ORACLE_AUDITOR,qwen3.5:9b-q8_0,ollama,101,0,0.2,False,False,0.875,"[""r4""]","[""rejected_all""]",REJECTED_ALL,3,3,,False,0,0,0,0,0,0.0004523000097833574,0,3,0,0,"[""omitted_requirement"", ""wrong_value""]"
trial-c501f99dbc91fcc812,decisive-20260831-054125,state-L3-2618991c7c4a,state,3,F_ORACLE_AUDITOR,qwen3.5:9b-q8_0,ollama,101,0,0.4,True,False,1.0,[],[],SUCCESS,1,0,cand-f57d91f91849,False,0,0,0,0,0,0.00020459998631849885,1,0,0,0,[]
trial-c114c74b293c089f9c,decisive-20260831-054125,state-L3-2618991c7c4a,state,3,F_ORACLE_AUDITOR,qwen3.5:9b-q8_0,ollama,101,0,0.6,True,False,1.0,[],[],SUCCESS,2,1,cand-bbcd0c9a8359,False,0,0,0,0,0,0.000334200041834265,1,1,0,0,"[""omitted_requirement""]"
trial-bd58fed596fb7d918d,decisive-20260831-054125,state-L3-2618991c7c4a,state,3,F_ORACLE_AUDITOR,qwen3.5:9b-q8_0,ollama,101,0,0.8,True,False,1.0,[],[],SUCCESS,1,0,cand-064a6a8292f1,False,0,0,0,0,0,0.00018689996795728803,1,0,0,0,[]
trial-b3a05d6e0060911401,decisive-20260831-054125,state-L3-2618991c7c4a,state,3,F_ORACLE_AUDITOR,qwen3.5:9b-q8_0,ollama,101,0,0.95,True,False,1.0,[],[],SUCCESS,1,0,cand-ab386528f24c,False,0,0,0,0,0,0.00018390000332146883,1,0,0,0,[]
trial-4a574161ae36ccb891,decisive-20260831-054125,state-L4-e6b56ba4d4dc,state,4,C_SYSTEM,qwen3.5:9b-q8_0,ollama,101,0,0.2,False,False,0.9090909090909091,"[""r3""]","[""fault:omitted_requirement"", ""requirement:r3""]",FAILED,1,0,cand-c92574ac44bf,False,0,0,0,0,0,0.0002201999886892736,0,0,0,0,"[""omitted_requirement""]"
trial-976cc540aba48a469a,decisive-20260831-054125,state-L4-e6b56ba4d4dc,state,4,C_SYSTEM,qwen3.5:9b-q8_0,ollama,101,0,0.4,True,False,1.0,[],[],SUCCESS,1,0,cand-ea743c997507,False,0,0,0,0,0,0.00018710002768784761,0,0,0,0,[]
trial-421e998bf735e77cee,decisive-20260831-054125,state-L4-e6b56ba4d4dc,state,4,C_SYSTEM,qwen3.5:9b-q8_0,ollama,101,0,0.6,True,False,1.0,[],[],SUCCESS,1,0,cand-c5644857f5da,False,0,0,0,0,0,0.00017070001922547817,0,0,0,0,[]
trial-40d95e4f6b8fb323d0,decisive-20260831-054125,state-L4-e6b56ba4d4dc,state,4,C_SYSTEM,qwen3.5:9b-q8_0,ollama,101,0,0.8,True,False,1.0,[],[],SUCCESS,1,0,cand-fe1d6c2fa705,False,0,0,0,0,0,0.00018930004443973303,0,0,0,0,[]
trial-794f9780a12507730f,decisive-20260831-054125,state-L4-e6b56ba4d4dc,state,4,C_SYSTEM,qwen3.5:9b-q8_0,ollama,101,0,0.95,True,False,1.0,[],[],SUCCESS,1,0,cand-f2254aba870a,False,0,0,0,0,0,0.00018370000179857016,0,0,0,0,[]
trial-2d1e13e0ac7764217b,decisive-20260831-054125,state-L4-e6b56ba4d4dc,state,4,E_RANDOM_AUDITOR,qwen3.5:9b-q8_0,ollama,101,0,0.2,False,False,0.9090909090909091,"[""r3""]","[""fault:omitted_requirement"", ""requirement:r3""]",FAILED,1,0,cand-c92574ac44bf,False,0,0,0,0,0,0.00022800004808232188,0,0,1,0,"[""omitted_requirement""]"
trial-7a106bf0d8f89f2981,decisive-20260831-054125,state-L4-e6b56ba4d4dc,state,4,E_RANDOM_AUDITOR,qwen3.5:9b-q8_0,ollama,101,0,0.4,False,False,1.0,[],"[""rejected_all""]",REJECTED_ALL,3,3,,False,0,0,0,0,0,0.00042339996434748173,0,0,0,3,[]
trial-bafa6f8975a45b9b98,decisive-20260831-054125,state-L4-e6b56ba4d4dc,state,4,E_RANDOM_AUDITOR,qwen3.5:9b-q8_0,ollama,101,0,0.6,True,False,1.0,[],[],SUCCESS,1,0,cand-c5644857f5da,False,0,0,0,0,0,0.00020559999393299222,1,0,0,0,[]
trial-f693abeb8722918bfc,decisive-20260831-054125,state-L4-e6b56ba4d4dc,state,4,E_RANDOM_AUDITOR,qwen3.5:9b-q8_0,ollama,101,0,0.8,True,False,1.0,[],[],SUCCESS,2,1,cand-d85cd28bb167,False,0,0,0,0,0,0.00026599998818710446,1,0,0,1,[]
trial-36e1665769198ed7a4,decisive-20260831-054125,state-L4-e6b56ba4d4dc,state,4,E_RANDOM_AUDITOR,qwen3.5:9b-q8_0,ollama,101,0,0.95,True,False,1.0,[],[],SUCCESS,1,0,cand-f2254aba870a,False,0,0,0,0,0,0.0001503999810665846,1,0,0,0,[]
trial-538d1f9275061857d1,decisive-20260831-054125,state-L4-e6b56ba4d4dc,state,4,F_ORACLE_AUDITOR,qwen3.5:9b-q8_0,ollama,101,0,0.2,False,False,0.9090909090909091,"[""r1""]","[""rejected_all""]",REJECTED_ALL,3,3,,False,0,0,0,0,0,0.0007301000296138227,0,3,0,0,"[""omitted_requirement"", ""unintended_side_effect+forced_requirement_violation"", ""wrong_value""]"
trial-12de9dd981f2bfc486,decisive-20260831-054125,state-L4-e6b56ba4d4dc,state,4,F_ORACLE_AUDITOR,qwen3.5:9b-q8_0,ollama,101,0,0.4,True,False,1.0,[],[],SUCCESS,1,0,cand-ea743c997507,False,0,0,0,0,0,0.00020710000535473228,1,0,0,0,[]
trial-595e3a1766bb0e9173,decisive-20260831-054125,state-L4-e6b56ba4d4dc,state,4,F_ORACLE_AUDITOR,qwen3.5:9b-q8_0,ollama,101,0,0.6,True,False,1.0,[],[],SUCCESS,1,0,cand-c5644857f5da,False,0,0,0,0,0,0.00020999996922910213,1,0,0,0,[]
trial-8cf3e659e0f0372e36,decisive-20260831-054125,state-L4-e6b56ba4d4dc,state,4,F_ORACLE_AUDITOR,qwen3.5:9b-q8_0,ollama,101,0,0.8,True,False,1.0,[],[],SUCCESS,1,0,cand-fe1d6c2fa705,False,0,0,0,0,0,0.0002998000127263367,1,0,0,0,[]
trial-205faf03b825cc80a5,decisive-20260831-054125,state-L4-e6b56ba4d4dc,state,4,F_ORACLE_AUDITOR,qwen3.5:9b-q8_0,ollama,101,0,0.95,True,False,1.0,[],[],SUCCESS,1,0,cand-f2254aba870a,False,0,0,0,0,0,0.00021239998750388622,1,0,0,0,[]
trial-3240d44d3b6244b55d,decisive-20260831-054125,policy-L1-e7dfa68067a3,policy,1,C_SYSTEM,qwen3.5:9b-q8_0,ollama,101,0,0.2,False,False,0.0,"[""r1""]","[""fault:forbidden_procedure+forced_requirement_violation"", ""requirement:r1""]",FAILED,1,0,cand-8dc55e63843f,False,0,0,0,0,0,0.00010639999527484179,0,0,0,0,"[""forbidden_procedure+forced_requirement_violation""]"
trial-8e3807f8f0de68e432,decisive-20260831-054125,policy-L1-e7dfa68067a3,policy,1,C_SYSTEM,qwen3.5:9b-q8_0,ollama,101,0,0.4,True,False,1.0,[],[],SUCCESS,1,0,cand-0b4da6d5c6a7,False,0,0,0,0,0,8.590001380071044e-05,0,0,0,0,[]
trial-b06e8194ebcfe08944,decisive-20260831-054125,policy-L1-e7dfa68067a3,policy,1,C_SYSTEM,qwen3.5:9b-q8_0,ollama,101,0,0.6,False,False,0.0,"[""r1""]","[""fault:ordering_violation+forced_requirement_violation"", ""requirement:r1""]",FAILED,1,0,cand-49b8747089da,False,0,0,0,0,0,0.0001162000116892159,0,0,0,0,"[""ordering_violation+forced_requirement_violation""]"
trial-4bfb2da5600e6e5763,decisive-20260831-054125,policy-L1-e7dfa68067a3,policy,1,C_SYSTEM,qwen3.5:9b-q8_0,ollama,101,0,0.8,False,False,0.0,"[""r1""]","[""fault:ordering_violation+forced_requirement_violation"", ""requirement:r1""]",FAILED,1,0,cand-3df5dda04b87,False,0,0,0,0,0,0.00012320000678300858,0,0,0,0,"[""ordering_violation+forced_requirement_violation""]"
trial-a8fa4ca13795531a2c,decisive-20260831-054125,policy-L1-e7dfa68067a3,policy,1,C_SYSTEM,qwen3.5:9b-q8_0,ollama,101,0,0.95,True,False,1.0,[],[],SUCCESS,1,0,cand-11aa80e7ba41,False,0,0,0,0,0,8.979998528957367e-05,0,0,0,0,[]
trial-a43cbafcf0e9b7ec07,decisive-20260831-054125,policy-L1-e7dfa68067a3,policy,1,E_RANDOM_AUDITOR,qwen3.5:9b-q8_0,ollama,101,0,0.2,False,False,0.0,"[""r1""]","[""rejected_all""]",REJECTED_ALL,3,3,,False,0,0,0,0,0,0.00030449999030679464,0,3,0,0,"[""forbidden_procedure+forced_requirement_violation"", ""unintended_side_effect+forced_requirement_violation""]"
trial-8164c00e433b0083a2,decisive-20260831-054125,policy-L1-e7dfa68067a3,policy,1,E_RANDOM_AUDITOR,qwen3.5:9b-q8_0,ollama,101,0,0.4,True,False,1.0,[],[],SUCCESS,1,0,cand-0b4da6d5c6a7,False,0,0,0,0,0,0.00010080001084133983,1,0,0,0,[]
trial-f1b3adf23e9941e250,decisive-20260831-054125,policy-L1-e7dfa68067a3,policy,1,E_RANDOM_AUDITOR,qwen3.5:9b-q8_0,ollama,101,0,0.6,False,False,0.0,"[""r1""]","[""fault:ordering_violation+forced_requirement_violation"", ""requirement:r1""]",FAILED,1,0,cand-49b8747089da,False,0,0,0,0,0,0.00011650001397356391,0,0,1,0,"[""ordering_violation+forced_requirement_violation""]"
trial-84cd2182012c313e34,decisive-20260831-054125,policy-L1-e7dfa68067a3,policy,1,E_RANDOM_AUDITOR,qwen3.5:9b-q8_0,ollama,101,0,0.8,False,False,0.0,"[""r1""]","[""fault:ordering_violation+forced_requirement_violation"", ""requirement:r1""]",FAILED,1,0,cand-3df5dda04b87,False,0,0,0,0,0,0.0001338999718427658,0,0,1,0,"[""ordering_violation+forced_requirement_violation""]"
trial-dfe64a5f04cc0e5e4b,decisive-20260831-054125,policy-L1-e7dfa68067a3,policy,1,E_RANDOM_AUDITOR,qwen3.5:9b-q8_0,ollama,101,0,0.95,True,False,1.0,[],[],SUCCESS,2,1,cand-edbceda216db,False,0,0,0,0,0,0.0001647999742999673,1,0,0,1,[]
trial-a29c6963f0217cfdd5,decisive-20260831-054125,policy-L1-e7dfa68067a3,policy,1,F_ORACLE_AUDITOR,qwen3.5:9b-q8_0,ollama,101,0,0.2,False,False,0.0,"[""r1""]","[""rejected_all""]",REJECTED_ALL,3,3,,False,0,0,0,0,0,0.000276199949439615,0,3,0,0,"[""forbidden_procedure+forced_requirement_violation"", ""unintended_side_effect+forced_requirement_violation""]"
trial-fca36594141fcc9981,decisive-20260831-054125,policy-L1-e7dfa68067a3,policy,1,F_ORACLE_AUDITOR,qwen3.5:9b-q8_0,ollama,101,0,0.4,True,False,1.0,[],[],SUCCESS,1,0,cand-0b4da6d5c6a7,False,0,0,0,0,0,0.00011399999493733048,1,0,0,0,[]
trial-3bd59b6e7172aa7fa0,decisive-20260831-054125,policy-L1-e7dfa68067a3,policy,1,F_ORACLE_AUDITOR,qwen3.5:9b-q8_0,ollama,101,0,0.6,False,False,0.0,"[""r1""]","[""rejected_all""]",REJECTED_ALL,3,3,,False,0,0,0,0,0,0.0002750999992713332,0,3,0,0,"[""omitted_requirement"", ""ordering_violation+forced_requirement_violation"", ""unintended_side_effect+forced_requirement_violation""]"
trial-528638d7f994c70e49,decisive-20260831-054125,policy-L1-e7dfa68067a3,policy,1,F_ORACLE_AUDITOR,qwen3.5:9b-q8_0,ollama,101,0,0.8,True,False,1.0,[],[],SUCCESS,2,1,cand-5d9b297693c1,False,0,0,0,0,0,0.0001818999880924821,1,1,0,0,"[""ordering_violation+forced_requirement_violation""]"
trial-0f0ae3c033b5545ce1,decisive-20260831-054125,policy-L1-e7dfa68067a3,policy,1,F_ORACLE_AUDITOR,qwen3.5:9b-q8_0,ollama,101,0,0.95,True,False,1.0,[],[],SUCCESS,1,0,cand-11aa80e7ba41,False,0,0,0,0,0,9.570003021508455e-05,1,0,0,0,[]
trial-a4425da95bff3387a3,decisive-20260831-054125,policy-L2-a7d4d2b3ff88,policy,2,C_SYSTEM,qwen3.5:9b-q8_0,ollama,101,0,0.2,False,False,0.75,"[""r4""]","[""fault:ordering_violation"", ""requirement:r4""]",FAILED,1,0,cand-778e159656f9,False,0,0,0,0,0,0.00015310000162571669,0,0,0,0,"[""ordering_violation""]"
trial-b8cca19c7837faf79a,decisive-20260831-054125,policy-L2-a7d4d2b3ff88,policy,2,C_SYSTEM,qwen3.5:9b-q8_0,ollama,101,0,0.4,True,False,1.0,[],[],SUCCESS,1,0,cand-d480d54391b1,False,0,0,0,0,0,0.00015310000162571669,0,0,0,0,[]
trial-480d113d3c03d4f77e,decisive-20260831-054125,policy-L2-a7d4d2b3ff88,policy,2,C_SYSTEM,qwen3.5:9b-q8_0,ollama,101,0,0.6,False,False,0.75,"[""r1""]","[""fault:unintended_side_effect+forced_requirement_violation"", ""requirement:r1""]",FAILED,1,0,cand-4ab45336c3c7,False,0,0,0,0,0,0.00018120004096999764,0,0,0,0,"[""unintended_side_effect+forced_requirement_violation""]"
trial-e501e33c2bfa608c48,decisive-20260831-054125,policy-L2-a7d4d2b3ff88,policy,2,C_SYSTEM,qwen3.5:9b-q8_0,ollama,101,0,0.8,True,False,1.0,[],[],SUCCESS,1,0,cand-a19920897f73,False,0,0,0,0,0,0.00014970003394410014,0,0,0,0,[]
